Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,Day,Collection Site,Commodity Code,Analyzing Lab Code
ND1209105001WRMT1,WR,B48,Azoxystrobin,F,26,0.8,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,AED,Hydroxy atrazine,R,10,1.2,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,305,Atrazine,R,10,0.66,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,964,Desethyl atrazine,R,7.6,0.43,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,26,"2,4-D",G,4,0.65,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WR,MT1
ND1209105004WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,305,Atrazine,R,25,0.66,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,AED,Hydroxy atrazine,R,19,1.2,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,964,Desethyl atrazine,R,16,0.43,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,15,0.36,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,12,1.4,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,11,1.6,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,10,1.7,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,B48,Azoxystrobin,F,9.1,0.8,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,32,Diuron,A,5.5,1.6,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,26,"2,4-D",G,4.5,0.65,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,942,Prometon,R,4.2,0.17,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,758,Bentazon,F,2.8,0.18,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WR,MT1
ND1209105004WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,9,10,50,4,WR,MT1
ND1209245001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.5,0.36,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,758,Bentazon,F,1.2,0.18,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,964,Desethyl atrazine,R,17,0.43,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,B48,Azoxystrobin,F,16,0.8,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,305,Atrazine,R,12,0.66,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,AED,Hydroxy atrazine,R,11,1.2,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245001WRMT1,WR,942,Prometon,R,3.3,0.17,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WR,MT1
ND1209245004WRMT1,WR,B48,Azoxystrobin,F,4.1,0.8,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,26,"2,4-D",G,3.6,0.65,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,942,Prometon,R,3.3,0.17,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,AEE,Imazamethabenz acid,J,2.7,0.6,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,758,Bentazon,F,2.3,0.18,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,305,Atrazine,R,30,0.66,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,AED,Hydroxy atrazine,R,18,1.2,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,18,0.36,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,11,1.7,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,9.9,1.6,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,9.6,1.4,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1209245004WRMT1,WR,964,Desethyl atrazine,R,9.2,0.43,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WR,MT1
ND1210085001WRMN1,WR,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,ND,12,10,8,50,1,WR,MN1
ND1210085001WRMN1,WR,AED,Hydroxy atrazine,R,9.74,2,T,LU,,,,O,999,52,,ND,12,10,8,50,1,WR,MN1
ND1210085001WRMN1,WR,B48,Azoxystrobin,F,5,3,T,LU,,Q,,O,999,52,,ND,12,10,8,50,1,WR,MN1
ND1210085001WRMN1,WR,758,Bentazon,F,2.5,1.5,T,LU,,Q,,O,999,52,,ND,12,10,8,50,1,WR,MN1
ND1210085004WRMT1,WR,AED,Hydroxy atrazine,R,14,1.2,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,305,Atrazine,R,13,0.66,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,9.9,1.7,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,9.5,1.6,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,758,Bentazon,F,8.1,0.18,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,7.7,1.4,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,26,"2,4-D",G,6.1,0.65,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,964,Desethyl atrazine,R,6,0.43,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,942,Prometon,R,3.9,0.17,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,AEE,Imazamethabenz acid,J,3.2,0.6,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,B48,Azoxystrobin,F,2.8,0.8,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,318,MCPA,G,1.8,0.39,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210085004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WR,MT1
ND1210225001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,318,MCPA,G,1.3,0.39,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,758,Bentazon,F,0.87,0.18,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LU,,Q,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,26,"2,4-D",G,57,0.65,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,B48,Azoxystrobin,F,12,0.8,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,305,Atrazine,R,11,0.66,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,AED,Hydroxy atrazine,R,8.5,1.2,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,964,Desethyl atrazine,R,7.6,0.43,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,942,Prometon,R,4.3,0.17,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,A42,Mecoprop (MCPP),G,3.3,0.31,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,10,22,50,1,WR,MT1
ND1210225004WRMN1,WR,ACB,Imazapyr,J,4.2,2.5,T,LU,,Q,,O,999,52,,ND,12,10,22,50,4,WR,MN1
ND1210225004WRMN1,WR,26,"2,4-D",G,23.1,2.5,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WR,MN1
ND1210225004WRMN1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,14.4,3,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WR,MN1
ND1210225004WRMN1,WR,AED,Hydroxy atrazine,R,12.5,2,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WR,MN1
ND1210225004WRMN1,WR,AEE,Imazamethabenz acid,J,5,3,T,LU,,Q,,O,999,52,,ND,12,10,22,50,4,WR,MN1
ND1211055001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,758,Bentazon,F,0.88,0.18,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,318,MCPA,G,0.65,0.39,T,LU,,Q,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,26,"2,4-D",G,230,0.65,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,A42,Mecoprop (MCPP),G,52,0.31,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,305,Atrazine,R,8.5,0.66,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,AED,Hydroxy atrazine,R,7.2,1.2,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,964,Desethyl atrazine,R,5.5,0.43,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,942,Prometon,R,5.5,0.17,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,B48,Azoxystrobin,F,5,0.8,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,11,5,50,1,WR,MT1
ND1211055001WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,11,5,50,1,WR,MT1
ND1211055004WRMT1,WR,318,MCPA,G,2.3,0.39,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,B48,Azoxystrobin,F,1.3,0.8,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,26,"2,4-D",G,76,0.65,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,25,0.36,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,AED,Hydroxy atrazine,R,13,1.2,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,13,1.6,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,758,Bentazon,F,13,0.18,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,11,1.7,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,A42,Mecoprop (MCPP),G,10,0.31,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,305,Atrazine,R,10,0.66,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,942,Prometon,R,8.3,0.17,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,7.9,1.4,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,7.4,1.8,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,ACB,Imazapyr,J,5.3,1,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,964,Desethyl atrazine,R,5.3,0.43,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211055004WRMT1,WR,AEE,Imazamethabenz acid,J,2.6,0.6,T,LU,,,,O,811,52,,ND,12,11,5,50,4,WR,MT1
ND1211265001WRMT1,WR,305,Atrazine,R,7.5,0.66,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,AED,Hydroxy atrazine,R,6,1.2,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,B48,Azoxystrobin,F,5,0.8,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,964,Desethyl atrazine,R,4.2,0.43,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.1,0.36,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,758,Bentazon,F,0.89,0.18,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265001WRMT1,WR,942,Prometon,R,0.83,0.17,T,LU,,,,O,811,52,,ND,12,11,26,50,1,WR,MT1
ND1211265004WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,31,Dinoseb,F,0.58,0.35,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,14,0.36,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,264,Propiconazole,L,14,3.4,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,758,Bentazon,F,13,0.18,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,26,"2,4-D",G,13,0.65,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,11,1.6,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,AED,Hydroxy atrazine,R,10,1.2,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,305,Atrazine,R,9.2,0.66,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,7.3,1.7,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ACB,Imazapyr,J,6.8,1,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,6.8,1.4,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,942,Prometon,R,5.3,0.17,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,B48,Azoxystrobin,F,4.9,0.8,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,964,Desethyl atrazine,R,4.2,0.43,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,AEE,Imazamethabenz acid,J,3.4,0.6,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,ACD,Imazethapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,A42,Mecoprop (MCPP),G,2,0.31,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1211265004WRMT1,WR,318,MCPA,G,1.9,0.39,T,LU,,,,O,811,52,,ND,12,11,26,50,4,WR,MT1
ND1212035001WRMT1,WR,B48,Azoxystrobin,F,2.9,0.8,T,LU,,,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.6,0.36,T,LU,,,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,758,Bentazon,F,0.9,0.18,T,LU,,,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,305,Atrazine,R,12,0.66,T,LU,,,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,AED,Hydroxy atrazine,R,7.6,1.2,T,LU,,,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035001WRMT1,WR,964,Desethyl atrazine,R,6.7,0.43,T,LU,,,,O,811,52,,ND,12,12,3,50,1,WR,MT1
ND1212035004WRMT1,WR,ACD,Imazethapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,12,3,50,4,WR,MT1
